fips,population,population_density,median_household_income,unemployment_rate,pct_college_educated,ag_employment_share
40005,14117,14.47,49181,0.0564,0.1477,0.0907
40007,5071,2.79,62981,0.0187,0.2267,0.2153
40009,22295,24.73,51499,0.0616,0.1517,0.1503
40011,8661,9.33,56843,0.0683,0.178,0.1851
40013,46528,51.45,54289,0.0475,0.238,0.0323
40015,26910,21.06,52443,0.0597,0.1506,0.1281
40017,156681,174.76,82364,0.0407,0.3204,0.0468
40019,48202,58.63,56390,0.0416,0.1959,0.0574
40021,47412,63.29,52410,0.0561,0.2856,0.0445
40023,14285,18.54,43252,0.0688,0.1471,0.0574
40025,2272,1.24,57100,0.0018,0.3171,0.3327
40027,295060,547.52,71757,0.0466,0.3524,0.0199
40029,5287,10.23,47117,0.0564,0.1723,0.1101
40031,121777,113.88,57150,0.0663,0.2377,0.0134
40033,5537,8.75,60208,0.0222,0.1815,0.0575
40035,14144,18.58,48018,0.0462,0.134,0.0669
40037,72076,75.87,61657,0.0365,0.1798,0.0322
40039,28391,28.71,58669,0.0288,0.3105,0.0982
40041,40791,55.29,53290,0.0524,0.1874,0.0476
40043,4504,4.51,61310,0.052,0.1955,0.1715
40045,3755,3.05,57768,0.088,0.19,0.2196
40047,62456,59.0,64165,0.0458,0.2269,0.0698
40049,25806,32.17,53600,0.0279,0.1639,0.103
40051,55314,50.26,74349,0.0503,0.2212,0.0736
40053,4152,4.15,58980,0.0344,0.2236,0.1168
40055,5531,8.65,55204,0.0579,0.0941,0.1189
40057,2499,4.65,55729,0.0744,0.1481,0.2539
40059,3272,3.15,59934,0.0261,0.2301,0.2209
40061,11651,20.2,46239,0.0771,0.1466,0.1218
40063,13409,16.67,44799,0.0628,0.146,0.1025
40065,24776,30.87,60954,0.0423,0.2424,0.0635
40067,5420,7.14,48346,0.043,0.167,0.1994
40069,10410,16.19,48476,0.0548,0.2094,0.1104
40071,43859,47.69,53746,0.0625,0.1815,0.0455
40073,15290,17.03,65167,0.0253,0.2289,0.1413
40075,8446,8.32,42679,0.0442,0.1786,0.1187
40077,9537,13.21,42735,0.0782,0.1282,0.095
40079,48525,30.53,46750,0.0518,0.1516,0.0619
40081,33734,35.42,57656,0.0302,0.1592,0.0428
40083,49919,67.12,80565,0.0291,0.3075,0.037
40085,10158,19.77,60758,0.0542,0.1528,0.0799
40087,42393,74.28,80150,0.0408,0.2685,0.0632
40089,31003,16.75,47046,0.0486,0.157,0.0502
40091,19159,30.99,43467,0.0399,0.136,0.0371
40093,7678,8.04,67621,0.018,0.1834,0.1966
40095,15494,41.71,53734,0.0578,0.1565,0.0452
40097,39324,60.0,56552,0.0591,0.1535,0.0409
40099,13837,33.23,60213,0.0209,0.175,0.0503
40101,66606,82.17,50289,0.0569,0.2016,0.018
40103,10981,15.01,66813,0.0397,0.1966,0.0623
40105,9460,16.72,50960,0.0432,0.1679,0.0591
40107,11349,18.35,45429,0.0346,0.1251,0.0675
40109,795822,1122.62,62505,0.0461,0.342,0.0264
40111,36900,52.91,50819,0.0723,0.1597,0.0264
40113,46004,20.48,58189,0.0555,0.2006,0.0416
40115,30472,64.72,46186,0.0382,0.1544,0.0433
40117,15682,27.59,56279,0.0351,0.1639,0.0634
40119,82058,119.81,46658,0.0481,0.3859,0.0394
40121,43758,33.52,53054,0.0633,0.1895,0.0523
40123,38116,52.91,59457,0.0431,0.2878,0.0334
40125,72734,92.33,58270,0.0582,0.2089,0.0374
40127,10845,7.77,42274,0.0901,0.1404,0.0848
40129,3423,3.0,57574,0.047,0.2227,0.227
40131,95870,141.87,75312,0.0472,0.2515,0.0275
40133,23592,37.28,43239,0.0718,0.1483,0.0693
40135,39538,58.7,47494,0.0517,0.1497,0.0315
40137,43140,49.57,57065,0.0491,0.1888,0.1122
40139,21144,10.36,55682,0.0268,0.2449,0.121
40141,7013,8.05,46306,0.0586,0.1816,0.1003
40143,668923,1173.1,65229,0.0528,0.3323,0.02
40145,82269,146.41,75082,0.0487,0.2611,0.0174
40147,52579,126.54,59426,0.0381,0.3073,0.0484
40149,10930,10.9,60600,0.0582,0.1958,0.1473
40151,8661,6.73,50724,0.0503,0.3209,0.1827
40153,20411,16.42,61207,0.053,0.1928,0.1421
41001,16685,5.44,51657,0.0546,0.2441,0.0818
41003,95615,141.61,72882,0.0676,0.5377,0.0304
41005,420925,225.01,95740,0.0496,0.3919,0.0186
41007,41190,49.74,68025,0.0484,0.2575,0.031
41009,52865,80.26,83265,0.045,0.1837,0.0211
41011,64908,40.67,57563,0.0579,0.2057,0.0613
41013,24987,8.39,74969,0.0408,0.2088,0.0519
41015,23404,14.37,64300,0.0723,0.2371,0.0659
41017,199352,66.06,82042,0.052,0.4077,0.0211
41019,111322,22.11,56440,0.0611,0.189,0.0587
41021,1983,1.65,58409,0.0631,0.2194,0.1297
41023,7237,1.6,56045,0.0745,0.1929,0.1903
41025,7496,0.74,45462,0.0539,0.1417,0.1485
41027,23965,45.9,80254,0.0332,0.3829,0.1497
41029,222604,79.98,67690,0.0551,0.2999,0.031
41031,24659,13.84,69345,0.0702,0.2121,0.0686
41033,87994,53.7,56068,0.0807,0.1861,0.0351
41035,69506,11.68,57219,0.0756,0.2084,0.0511
41037,8201,1.01,54663,0.0774,0.198,0.1824
41039,382218,83.93,65157,0.0669,0.3297,0.0223
41041,50334,51.31,57794,0.0774,0.289,0.0333
41043,128598,56.17,69523,0.062,0.2044,0.0413
41045,31538,3.19,48371,0.062,0.146,0.1678
41047,345815,292.79,70926,0.0543,0.2501,0.0461
41049,12140,5.98,64975,0.0322,0.1129,0.1566
41051,808098,1874.24,83668,0.0551,0.4771,0.0077
41053,87600,118.23,77353,0.0534,0.3102,0.0357
41055,1900,2.31,57171,0.0217,0.1601,0.1825
41057,27345,24.81,63098,0.0522,0.2381,0.0743
41059,79904,24.85,70322,0.0673,0.1825,0.0698
41061,26286,12.9,61946,0.0634,0.2383,0.0586
41063,7439,2.36,62238,0.0599,0.3197,0.1384
41065,26639,11.19,61316,0.0711,0.2205,0.0934
41067,599541,827.78,100121,0.0457,0.4582,0.01
41069,1407,0.82,50774,0.0537,0.1998,0.1542
41071,107674,150.39,80125,0.0415,0.2926,0.0464
42001,104604,201.67,78975,0.034,0.2438,0.0265
42003,1245310,1706.01,72537,0.0495,0.4383,0.0045
42005,65538,100.32,61011,0.0508,0.1859,0.0337
42007,167629,385.62,67194,0.056,0.2676,0.0114
42009,47613,47.04,58337,0.0427,0.161,0.0316
42011,428483,500.33,74617,0.0538,0.2682,0.02
42013,122640,233.48,59386,0.0418,0.2343,0.0099
42015,60159,52.43,60650,0.0479,0.2002,0.0562
42017,645163,1067.5,107826,0.0464,0.4331,0.0044
42019,194562,246.44,82932,0.0465,0.3833,0.0123
42021,133263,193.83,54221,0.0495,0.2267,0.0124
42023,4536,11.45,46186,0.0713,0.1087,0.0525
42025,65018,170.51,64538,0.0692,0.1833,0.0147
42027,158665,143.11,70087,0.0397,0.462,0.0111
42029,536474,714.78,118574,0.0396,0.5612,0.0187
42031,37489,62.39,58690,0.0555,0.2275,0.0291
42033,79707,69.59,56982,0.0602,0.1913,0.031
42035,37860,42.64,59011,0.0535,0.203,0.0278
42037,64924,134.36,59457,0.0476,0.2546,0.0226
42039,83876,82.85,58734,0.0564,0.2059,0.0358
42041,261269,478.97,82849,0.0368,0.3867,0.0097
42043,286108,545.1,71046,0.0432,0.3328,0.011
42045,575312,3129.85,86390,0.0679,0.4087,0.0042
42047,30886,37.35,61672,0.065,0.1849,0.0129
42049,270495,338.58,59396,0.0547,0.2957,0.0085
42051,128417,162.4,55579,0.0721,0.1865,0.0337
42053,6959,16.29,46188,0.0429,0.1158,0.0632
42055,156084,202.1,71808,0.0342,0.2297,0.0323
42057,14545,33.24,63153,0.037,0.1631,0.0323
42059,35781,62.13,66283,0.0517,0.2111,0.0663
42061,44123,50.45,61300,0.0509,0.1806,0.0368
42063,83394,100.79,57170,0.0646,0.262,0.0433
42065,44326,67.94,56607,0.0537,0.1699,0.0348
42067,23535,60.13,61915,0.0313,0.1434,0.0507
42069,215672,469.86,63739,0.0482,0.299,0.0077
42071,553202,586.07,81458,0.0338,0.3052,0.0227
42073,85907,240.39,57585,0.0678,0.2204,0.0105
42075,143258,395.92,72532,0.044,0.2285,0.0208
42077,374110,1083.33,74973,0.0577,0.3235,0.0042
42079,325396,365.75,60836,0.0586,0.2454,0.0065
42081,114022,92.78,63437,0.0531,0.2437,0.0193
42083,40459,41.3,57861,0.0528,0.1949,0.0381
42085,110600,164.46,57353,0.0548,0.241,0.0165
42087,46146,112.27,58012,0.0391,0.1316,0.0255
42089,168128,276.36,80656,0.0631,0.2656,0.0077
42091,856399,1773.19,107441,0.0453,0.5143,0.0034
42093,18165,139.47,72626,0.024,0.364,0.0166
42095,314299,849.94,82201,0.0465,0.3284,0.0058
42097,91340,199.58,55952,0.0474,0.1847,0.0221
42099,45941,83.31,76103,0.0339,0.1826,0.0305
42101,1593208,11858.07,57537,0.0865,0.3361,0.0023
42103,58996,108.27,76416,0.085,0.2741,0.0102
42105,16390,15.16,56491,0.0484,0.1667,0.0652
42107,143201,183.93,63574,0.0531,0.1847,0.0229
42109,39797,121.04,65914,0.0218,0.2101,0.0342
42111,73802,68.65,57357,0.0519,0.1723,0.0474
42113,5880,13.07,62910,0.0552,0.1889,0.0801
42115,38540,46.8,63968,0.058,0.1989,0.0648
42117,41186,36.33,59707,0.0451,0.2132,0.0531
42119,42908,135.81,64914,0.0346,0.2505,0.0196
42121,50475,74.86,59278,0.0667,0.1939,0.0148
42123,38492,43.53,57925,0.0433,0.1895,0.0322
42125,209631,244.61,74403,0.0502,0.324,0.0306
42127,51227,70.58,59240,0.0591,0.2083,0.0209
42129,354414,344.86,69454,0.0496,0.3121,0.0088
42131,26219,65.98,67968,0.0446,0.2147,0.0285
42133,457051,505.38,79183,0.046,0.2634,0.0094
44001,50658,2099.23,105875,0.041,0.5138,0.0053
44003,170168,1009.5,85732,0.046,0.3357,0.0039
44005,85442,834.15,96319,0.0646,0.5211,0.0177
44007,657984,1606.87,72579,0.0628,0.312,0.003
44009,129998,394.8,99510,0.0593,0.4855,0.0117
45001,24368,49.61,49759,0.0283,0.1906,0.0063
45003,169865,158.65,63212,0.0617,0.296,0.0129
45005,8073,19.78,37096,0.1346,0.1078,0.0535
45007,204592,286.6,62347,0.0548,0.2614,0.0031
45009,13311,33.84,43920,0.1098,0.1785,0.023
45011,20653,37.66,42470,0.0589,0.1434,0.0338
45013,189071,328.23,81260,0.0309,0.4339,0.0109
45015,231419,209.69,77874,0.0377,0.2836,0.005
45017,14145,37.11,55550,0.0733,0.1914,0.0192
45019,409840,446.46,78795,0.037,0.4809,0.0053
45021,56200,143.02,47011,0.0593,0.1722,0.0097
45023,32171,55.4,50022,0.0616,0.1385,0.0114
45025,43536,54.49,46326,0.087,0.1287,0.0415
45027,31163,51.32,48677,0.101,0.1659,0.0448
45029,38561,36.5,46795,0.0857,0.1565,0.0144
45031,63025,112.43,44317,0.0653,0.19,0.0137
45033,28255,69.75,42454,0.0723,0.1188,0.0352
45035,162139,285.16,73686,0.0548,0.2944,0.0037
45037,26181,52.29,60033,0.0623,0.1988,0.0518
45039,20942,30.51,44521,0.0693,0.1472,0.0063
45041,137015,171.16,56088,0.0452,0.238,0.0095
45043,63594,78.16,59782,0.0503,0.3098,0.0135
45045,528251,672.13,71328,0.0415,0.393,0.0037
45047,69309,152.13,47553,0.0545,0.2423,0.0075
45049,18890,33.73,40157,0.1074,0.1156,0.0403
45051,356578,314.64,59880,0.0556,0.2536,0.0033
45053,29444,44.94,60452,0.0627,0.2328,0.0203
45055,65779,90.53,61343,0.047,0.2133,0.0205
45057,97611,177.78,72186,0.0498,0.3008,0.0092
45059,67456,94.63,52077,0.0521,0.1792,0.011
45061,16557,40.36,39099,0.0916,0.1445,0.0167
45063,295934,423.37,71280,0.0439,0.3261,0.0063
45065,9612,26.78,55569,0.0642,0.2126,0.0288
45067,29212,59.69,35972,0.068,0.1372,0.0257
45069,26585,55.4,34275,0.078,0.0829,0.0106
45071,37918,60.16,56706,0.0391,0.2251,0.0239
45073,78775,125.73,56710,0.0583,0.278,0.0106
45075,84159,76.07,41020,0.0921,0.1916,0.0201
45077,131106,263.83,57628,0.0415,0.2747,0.0032
45079,416161,549.55,59850,0.0678,0.4024,0.0051
45081,18952,41.86,51041,0.0333,0.1919,0.0574
45083,330119,408.37,61955,0.0472,0.2524,0.0063
45085,105199,158.18,53970,0.0719,0.2307,0.0211
45087,27158,52.88,42305,0.1016,0.1394,0.0148
45089,30879,33.06,40848,0.045,0.1524,0.0186
45091,282987,415.53,80158,0.0467,0.3685,0.0063
46003,2590,3.66,71490,0.0078,0.1821,0.2285
46005,19089,15.17,63813,0.0227,0.2549,0.0634
46007,3391,2.86,44821,0.0785,0.1836,0.1485
46009,7018,12.45,57554,0.0222,0.2007,0.092
46011,34631,43.71,64438,0.0393,0.4243,0.0715
46013,38278,22.35,70379,0.036,0.3282,0.0586
46015,5247,6.42,64821,0.0321,0.2573,0.1721
46017,1859,3.94,42917,0.1494,0.0681,0.1385
46019,10369,4.61,58106,0.0582,0.1817,0.1687
46021,1534,2.09,66932,0.039,0.2835,0.2372
46023,9302,8.48,60729,0.071,0.247,0.1637
46025,3837,4.01,59340,0.0535,0.1868,0.3162
46027,14953,36.29,55963,0.0819,0.4001,0.0588
46029,28402,41.31,65747,0.0154,0.2017,0.0626
46031,3906,1.58,48125,0.246,0.1716,0.3002
46033,8515,5.47,75943,0.0296,0.305,0.0828
46035,19966,45.83,55606,0.0145,0.2326,0.0505
46037,5485,5.33,57558,0.0263,0.2241,0.14
46039,4298,6.9,76997,0.0204,0.237,0.1365
46041,5275,2.29,55077,0.146,0.1787,0.1029
46043,2823,6.54,75048,0.0055,0.2059,0.2137
46045,4014,3.56,76806,0.021,0.2815,0.2049
46047,7079,4.07,54886,0.0269,0.1987,0.105
46049,2140,2.18,56734,0.0366,0.2215,0.3157
46051,7533,11.05,70851,0.0325,0.2441,0.1008
46053,3983,3.92,48272,0.0258,0.1915,0.1322
46055,1755,0.97,53109,0.0,0.1663,0.2602
46057,6196,12.22,76995,0.0248,0.2188,0.1185
46059,3075,2.14,72857,0.0116,0.2534,0.2982
46061,3443,7.92,86827,0.0202,0.2112,0.1255
46063,1176,0.44,71484,0.0223,0.2735,0.4573
46065,17812,24.02,83750,0.0041,0.3542,0.0482
46067,7401,9.1,69139,0.0151,0.2575,0.1713
46069,1319,1.53,69712,0.0068,0.2034,0.2209
46071,2838,1.52,26078,0.074,0.156,0.1538
46073,1836,3.49,66607,0.0072,0.1683,0.1798
46075,1006,1.04,61250,0.0161,0.3388,0.1906
46077,5172,6.21,65964,0.0082,0.2296,0.1646
46079,11207,19.91,74884,0.0159,0.3455,0.0918
46081,26047,32.56,62977,0.0253,0.367,0.0575
46083,65801,113.98,92317,0.0142,0.418,0.0224
46085,3719,2.26,60284,0.0501,0.2318,0.1543
46087,5714,9.95,74873,0.0207,0.2769,0.1396
46089,2251,1.98,58529,0.0028,0.2051,0.2743
46091,4363,5.21,74018,0.012,0.2331,0.1341
46093,29970,8.63,70256,0.0346,0.2738,0.0601
46095,1989,1.52,41397,0.165,0.1194,0.2044
46097,2312,4.05,62037,0.0141,0.165,0.1337
46099,197742,245.08,73110,0.0238,0.3418,0.0133
46101,6346,12.22,71469,0.0173,0.2701,0.1248
46102,13695,6.54,32279,0.1183,0.0815,0.0542
46103,110386,39.75,67823,0.0345,0.3338,0.0199
46105,2970,1.03,64410,0.0424,0.2023,0.3217
46107,2587,3.0,71786,0.0277,0.243,0.3011
46109,10242,9.3,59022,0.0517,0.1653,0.1088
46111,2373,4.17,65806,0.011,0.199,0.1522
46115,6355,4.23,65795,0.0158,0.2506,0.2029
46117,2979,2.06,82298,0.0017,0.2685,0.0828
46119,1318,1.31,66875,0.0,0.2151,0.3083
46121,9353,6.74,33792,0.1506,0.1474,0.0706
46123,5607,3.48,56758,0.049,0.1708,0.2005
46125,8687,14.08,72312,0.023,0.2645,0.1038
46127,16700,36.24,82036,0.0299,0.3542,0.0547
46129,5317,7.5,57697,0.0358,0.2765,0.1189
46135,23311,44.73,68847,0.0162,0.2728,0.0522
46137,2455,1.25,46023,0.3199,0.1487,0.2847
47001,77337,229.35,60633,0.0543,0.2453,0.0045
47003,50533,106.69,59955,0.0461,0.1712,0.0144
47005,15933,40.41,47737,0.0647,0.111,0.0249
47007,14816,36.44,51783,0.0668,0.1034,0.0929
47009,135951,243.28,70935,0.0408,0.2602,0.0077
47011,108859,331.12,60692,0.0536,0.2389,0.0058
47013,39397,82.04,48258,0.0707,0.1294,0.0088
47015,14481,54.51,57651,0.0326,0.175,0.0171
47017,28381,47.49,49700,0.046,0.1981,0.0251
47019,56315,165.02,47994,0.0719,0.2112,0.008
47021,41184,136.14,77014,0.0371,0.2289,0.0079
47023,17392,60.87,57471,0.069,0.1636,0.0163
47025,32092,73.84,42406,0.0605,0.1875,0.0272
